INDX_NR,SPECIES_ID,SPECIES
785121,UNKB,Unknown bird
784971,O2205,Mourning dove
778590,O2205,Mourning dove
785108,UNKB,Unknown bird
785103,UNKB,Unknown bird
785102,K5114,American kestrel
778245,K3302,Red-tailed hawk
778660,N6011,American woodcock
785077,NE1,Gulls
785058,Z6007,American robin
785060,UNKB,Unknown bird
785047,UNKB,Unknown bird
785037,ZT001,Eastern meadowlark
778317,NE1,Gulls
778457,Z6007,American robin
778288,Z6007,American robin
778416,NE104,Ring-billed gull
784947,UNKB,Unknown bird
781300,UNKBM,Unknown bird - medium
778338,Z6007,American robin
784884,UNKB,Unknown bird
784864,1F31,Raccoon
778140,UNKB,Unknown bird
784908,J2109,Mallard
778209,ZD102,Cedar waxwing
778292,ZD102,Cedar waxwing
777721,UNKBS,Unknown bird - small
777645,1C21,Vesper bats
777795,1A1,Virginia opossum
777818,1F11,Coyote
835631,UNKB,Unknown bird
777772,UNKBS,Unknown bird - small
835554,UNKB,Unknown bird
778029,UNKBS,Unknown bird - small
778010,UNKB,Unknown bird
777906,ZD102,Cedar waxwing
777956,UNKBS,Unknown bird - small
781292,NE1,Gulls
776803,UNKB,Unknown bird
776906,Z6007,American robin
776910,UNKB,Unknown bird
776912,J2109,Mallard
776911,ZD102,Cedar waxwing
1079784,UNKB,Unknown bird
777037,ZD102,Cedar waxwing
777107,UNKBS,Unknown bird - small
777157,E1001,Common loon
776702,UNKB,Unknown bird
776714,ZD102,Cedar waxwing
777134,ZD102,Cedar waxwing
777116,UNKB,Unknown bird
777133,Z6007,American robin
777118,ZX307,Field sparrow
777126,Z6007,American robin
777586,UNKB,Unknown bird
777571,N5111,Killdeer
777584,ZD102,Cedar waxwing
777585,ZT301,Common grackle
708883,UNKB,Unknown bird
777271,UNKBS,Unknown bird - small
777276,UNKBB,Unknown bird or bat
777502,Z6007,American robin
777504,Z6007,American robin
777508,ZX315,Song sparrow
777500,UNKB,Unknown bird
777486,ZT001,Eastern meadowlark
777458,UNKBS,Unknown bird - small
777468,UNKB,Unknown bird
777423,N6011,American woodcock
777268,Z6007,American robin
777351,O2205,Mourning dove
777345,1F11,Coyote
777352,UNKBB,Unknown bird or bat
777307,O2205,Mourning dove
777318,UNKBS,Unknown bird - small
777227,UNKB,Unknown bird
777287,O2205,Mourning dove
777209,O2205,Mourning dove
775162,Y,Perching birds (y)
775382,UNKBL,Unknown bird - large
775170,UNKBS,Unknown bird - small
775138,UNKBS,Unknown bird - small
775152,UNKBM,Unknown bird - medium
775151,ZS023,Palm warbler
835216,UNKB,Unknown bird
775335,ZT101,Red-winged blackbird
775505,ZX305,White-throated sparrow
775607,UNKBS,Unknown bird - small
775127,N5111,Killdeer
775430,Z9002,Ruby-crowned kinglet
775312,YI005,Barn swallow
775319,N5111,Killdeer
775545,1F11,Coyote
775552,UNKBS,Unknown bird - small
775908,Z6018,Wood thrush
775910,ZS009,Yellow-rumped warbler
775731,UNKBS,Unknown bird - small
775743,UNKBS,Unknown bird - small
775639,ZX005,Rose-breasted grosbeak
775824,UNKBS,Unknown bird - small
776029,Y,Perching birds (y)
776061,UNKBS,Unknown bird - small
776032,UNKBS,Unknown bird - small
776619,T1002,Chimney swift
776623,K3302,Red-tailed hawk
776306,X6102,Yellow-bellied sapsucker
776592,ZS010,Blackpoll warbler
776593,ZL001,White-eyed vireo
776517,O2205,Mourning dove
776518,UNKBS,Unknown bird - small
776452,K1,New World vultures
776298,UNKB,Unknown bird
708803,UNKB,Unknown bird
776376,UNKBS,Unknown bird - small
776411,UNKBS,Unknown bird - small
776369,Q2101,Yellow-billed cuckoo
776344,X6101,Northern flicker
776288,UNKB,Unknown bird
776261,ZX305,White-throated sparrow
776265,UNKB,Unknown bird
776277,UNKBS,Unknown bird - small
776203,T1002,Chimney swift
776135,X6101,Northern flicker
776096,T1002,Chimney swift
776108,UNKBS,Unknown bird - small
776095,UNKB,Unknown bird
773462,Z5301,Gray catbird
773460,UNKB,Unknown bird
773465,UNKB,Unknown bird
773461,UNKB,Unknown bird
773463,UNKB,Unknown bird
773466,ZS006,Ovenbird
773321,UNKBS,Unknown bird - small
773325,T1002,Chimney swift
773328,UNKBS,Unknown bird - small
773393,UNKBS,Unknown bird - small
773531,UNKB,Unknown bird
773455,UNKB,Unknown bird
773856,UNKB,Unknown bird
773996,T1002,Chimney swift
773234,Y,Perching birds (y)
773876,T1002,Chimney swift
773893,UNKB,Unknown bird
773939,1C2,Microbats
773933,UNKBM,Unknown bird - medium
773408,1F13,Foxes
774014,YI005,Barn swallow
774857,N5111,Killdeer
774935,O2205,Mourning dove
774875,UNKB,Unknown bird
774405,UNKBS,Unknown bird - small
774404,YL001,European starling
774867,UNKBS,Unknown bird - small
774895,K33,Hawks
1061803,T1002,Chimney swift
774841,ZL005,Red-eyed vireo
774840,ZS033,Chestnut-sided warbler
774714,N5111,Killdeer
774662,ZL005,Red-eyed vireo
774661,M7,Rails
774616,Y,Perching birds (y)
774617,ZL005,Red-eyed vireo
774513,UNKBB,Unknown bird or bat
774815,T1002,Chimney swift
774813,1C21,Vesper bats
774460,N6024,Least sandpiper
774430,UNKBB,Unknown bird or bat
774339,ZS038,Worm-eating warbler
774369,M7014,Clapper rail
774284,Y,Perching birds (y)
774285,Y,Perching birds (y)
774145,YI009,Cliff swallow
772025,Z8007,Blue-gray gnatcatcher
773000,S5213,Common nighthawk
772829,UNKBS,Unknown bird - small
773593,O2205,Mourning dove
771880,T1002,Chimney swift
771868,UNKBS,Unknown bird - small
771857,YL001,European starling
772601,UNKBB,Unknown bird or bat
773053,1C2201,Brazilian free-tailed bat
771790,UNKB,Unknown bird
773540,UNKBS,Unknown bird - small
771816,UNKBS,Unknown bird - small
771803,UNKBS,Unknown bird - small
772707,K2001,Osprey
772675,UNKBS,Unknown bird - small
772500,N5111,Killdeer
772501,ZX3,Sparrows
772494,O2205,Mourning dove
771768,T1002,Chimney swift
708595,UNKB,Unknown bird
772372,UNKB,Unknown bird
771913,UNKBS,Unknown bird - small
772354,N5111,Killdeer
771671,YI005,Barn swallow
771420,ZX3,Sparrows
771636,N5111,Killdeer
771583,1C2101,Eastern red bat
772765,1C2,Microbats
771570,1C2201,Brazilian free-tailed bat
772746,K5114,American kestrel
770919,N5111,Killdeer
770219,O2111,Rock pigeon
770236,N5111,Killdeer
770218,ZX3,Sparrows
770190,YL001,European starling
770133,UNKB,Unknown bird
771115,YL001,European starling
770480,N5111,Killdeer
770481,N5111,Killdeer
770102,UNKBS,Unknown bird - small
770985,YI005,Barn swallow
770066,O2111,Rock pigeon
771011,O2205,Mourning dove
771010,UNKBS,Unknown bird - small
708518,UNKB,Unknown bird
770030,UNKBS,Unknown bird - small
771108,UNKBS,Unknown bird - small
770013,UNKB,Unknown bird
770008,UNKB,Unknown bird
771250,UNKBS,Unknown bird - small
769978,UNKBS,Unknown bird - small
771173,YI009,Cliff swallow
771211,UNKB,Unknown bird
771171,UNKB,Unknown bird
770712,YH004,Horned lark
771344,YI005,Barn swallow
769897,UNKBS,Unknown bird - small
771331,Z6007,American robin
771326,UNKB,Unknown bird
769806,UNKB,Unknown bird
770289,N5111,Killdeer
769829,YI005,Barn swallow
771078,UNKB,Unknown bird
771201,ZX310,Grasshopper sparrow
769918,O2205,Mourning dove
770307,YI005,Barn swallow
768765,YL001,European starling
769397,YL001,European starling
769407,UNKB,Unknown bird
768951,Z4004,Carolina wren
769597,YM1102,American crow
769027,UNKBS,Unknown bird - small
769377,O2205,Mourning dove
768983,YL001,European starling
769178,NE1,Gulls
768930,K3302,Red-tailed hawk
769322,YI005,Barn swallow
768826,UNKB,Unknown bird
768798,O2111,Rock pigeon
769606,O2205,Mourning dove
768900,O2205,Mourning dove
769349,YL001,European starling
769572,UNKBS,Unknown bird - small
768744,UNKB,Unknown bird
769434,YL001,European starling
768852,UNKB,Unknown bird
769751,YL001,European starling
769392,Y9008,Western kingbird
768882,O2205,Mourning dove
773498,NE1,Gulls
769233,UNKB,Unknown bird
708395,UNKB,Unknown bird
767853,UNKBS,Unknown bird - small
768202,UNKBS,Unknown bird - small
768219,T1002,Chimney swift
767635,YI009,Cliff swallow
708374,UNKB,Unknown bird
767621,T1002,Chimney swift
768156,ZX018,House finch
767977,ZS010,Blackpoll warbler
767823,UNKB,Unknown bird
767805,1C2105,Big brown bat
767804,T1002,Chimney swift
708366,UNKB,Unknown bird
767954,UNKB,Unknown bird
768096,UNKBS,Unknown bird - small
767962,Y,Perching birds (y)
767739,UNKB,Unknown bird
768167,UNKBS,Unknown bird - small
768177,UNKB,Unknown bird
768170,UNKBS,Unknown bird - small
768298,1C2101,Eastern red bat
768529,2A,Turtles
767711,UNKBS,Unknown bird - small
767653,UNKB,Unknown bird
768498,Z6007,American robin
767598,ZD102,Cedar waxwing
767565,YI005,Barn swallow
767571,T1002,Chimney swift
708329,UNKB,Unknown bird
767533,UNKBS,Unknown bird - small
767873,UNKBS,Unknown bird - small
767969,UNKBM,Unknown bird - medium
768310,UNKBS,Unknown bird - small
767874,ZV001,Scarlet tanager
767435,UNKBM,Unknown bird - medium
767458,ZX303,Savannah sparrow
766809,UNKBS,Unknown bird - small
766701,UNKBS,Unknown bird - small
766629,UNKBS,Unknown bird - small
766825,UNKBS,Unknown bird - small
767060,UNKBM,Unknown bird - medium
766790,ZT001,Eastern meadowlark
767034,UNKBS,Unknown bird - small
767255,O2205,Mourning dove
766618,UNKBS,Unknown bird - small
766610,1F11,Coyote
767295,ZL001,White-eyed vireo
766935,YI005,Barn swallow
766715,ZT001,Eastern meadowlark
766593,UNKBS,Unknown bird - small
767289,ZS009,Yellow-rumped warbler
766556,UNKBS,Unknown bird - small
766895,UNKBS,Unknown bird - small
767368,YI005,Barn swallow
766485,NE1,Gulls
766473,YI009,Cliff swallow
766490,YI009,Cliff swallow
766489,YI009,Cliff swallow
766470,UNKBL,Unknown bird - large
767110,UNKBS,Unknown bird - small
766411,UNKBS,Unknown bird - small
766181,UNKBS,Unknown bird - small
766321,M7013,Virginia rail
765760,X6102,Yellow-bellied sapsucker
765753,UNKBS,Unknown bird - small
766127,UNKBM,Unknown bird - medium
766043,UNKBS,Unknown bird - small
766273,N5111,Killdeer
766266,ZT001,Eastern meadowlark
766224,N5111,Killdeer
766078,O2205,Mourning dove
766083,UNKB,Unknown bird
766029,K3302,Red-tailed hawk
766021,Z6007,American robin
766211,K5114,American kestrel
765312,UNKBS,Unknown bird - small
765467,NE101,Herring gull
1079063,UNKB,Unknown bird
765513,NE101,Herring gull
765621,NE1,Gulls
765504,1F11,Coyote
765193,UNKB,Unknown bird
765091,UNKBL,Unknown bird - large
765223,YL001,European starling
764915,UNKB,Unknown bird
765039,N5111,Killdeer
765055,UNKB,Unknown bird
764719,UNKBS,Unknown bird - small
764728,O2111,Rock pigeon
764405,ZD102,Cedar waxwing
764810,K3302,Red-tailed hawk
764700,1F11,Coyote
764781,K3302,Red-tailed hawk
764861,1F31,Raccoon
764844,ZT1,Blackbirds
764754,O2205,Mourning dove
763902,O2111,Rock pigeon
764366,O2111,Rock pigeon
763960,J21,Ducks
763866,NE1,Gulls
764132,UNKB,Unknown bird
764018,1F11,Coyote
763957,UNKB,Unknown bird
764325,O2205,Mourning dove
763808,UNKB,Unknown bird
764110,Z6007,American robin
764112,K3302,Red-tailed hawk
764102,UNKB,Unknown bird
764088,UNKB,Unknown bird
763769,UNKB,Unknown bird
763776,ZX3,Sparrows
764007,UNKBS,Unknown bird - small
763743,ZC204,American pipit
763744,Z6007,American robin
763728,UNKBS,Unknown bird - small
764258,N5111,Killdeer
763699,UNKB,Unknown bird
763721,Z6014,Hermit thrush
763698,O2111,Rock pigeon
764077,UNKBS,Unknown bird - small
764238,N5111,Killdeer
763630,O2205,Mourning dove
763588,X6102,Yellow-bellied sapsucker
763590,UNKBS,Unknown bird - small
763556,UNKBM,Unknown bird - medium
762785,YM201,Blue jay
762784,YM201,Blue jay
763276,UNKBM,Unknown bird - medium
763543,Z9002,Ruby-crowned kinglet
762556,N5111,Killdeer
763045,Z6007,American robin
762544,ZT001,Eastern meadowlark
763482,H4105,Double-crested cormorant
762333,Z6014,Hermit thrush
762308,O2111,Rock pigeon
762331,YI005,Barn swallow
762270,Z6014,Hermit thrush
834926,YH004,Horned lark
762475,N5111,Killdeer
762836,UNKB,Unknown bird
762240,K3302,Red-tailed hawk
762241,UNKBS,Unknown bird - small
763397,Z9002,Ruby-crowned kinglet
763422,ZX305,White-throated sparrow
762197,ZS006,Ovenbird
763393,ZS009,Yellow-rumped warbler
762943,UNKBS,Unknown bird - small
762135,T3001,Ruby-throated hummingbird
762136,UNKBS,Unknown bird - small
762137,UNKBS,Unknown bird - small
763361,UNKB,Unknown bird
763386,UNKB,Unknown bird
762063,UNKB,Unknown bird
762713,1C2201,Brazilian free-tailed bat
762698,Z5301,Gray catbird
762404,Z6018,Wood thrush
763082,Y,Perching birds (y)
762403,Z6018,Wood thrush
762405,UNKB,Unknown bird
763085,UNKBM,Unknown bird - medium
762006,UNKBM,Unknown bird - medium
762685,UNKBS,Unknown bird - small
762008,YL001,European starling
761969,1C2105,Big brown bat
761970,1C2101,Eastern red bat
761889,1C2201,Brazilian free-tailed bat
761876,Y,Perching birds (y)
761777,UNKBM,Unknown bird - medium
763311,UNKBS,Unknown bird - small
762860,UNKBS,Unknown bird - small
761912,UNKBM,Unknown bird - medium
763287,UNKB,Unknown bird
763100,UNKBS,Unknown bird - small
763099,ZS010,Blackpoll warbler
761832,UNKBS,Unknown bird - small
763216,O2111,Rock pigeon
763195,UNKBS,Unknown bird - small
763204,UNKBM,Unknown bird - medium
763202,UNKBS,Unknown bird - small
763203,ZS032,Tennessee warbler
761689,UNKBS,Unknown bird - small
762741,T1002,Chimney swift
761706,UNKB,Unknown bird
761667,NE1,Gulls
761665,O2205,Mourning dove
761666,Z6004,Swainson's thrush
1062996,K33,Hawks
1062886,1F13,Foxes
760381,ZS008,Common yellowthroat
760383,Y,Perching birds (y)
760217,UNKB,Unknown bird
760169,1C2,Microbats
760309,Y,Perching birds (y)
761064,Y,Perching birds (y)
761065,1C2106,Silver-haired bat
760284,UNKBS,Unknown bird - small
760154,UNKB,Unknown bird
760301,Y,Perching birds (y)
760935,Z6004,Swainson's thrush
761186,K3302,Red-tailed hawk
760271,UNKBL,Unknown bird - large
760883,T1002,Chimney swift
834885,T1002,Chimney swift
759967,YH004,Horned lark
760025,1C2101,Eastern red bat
760023,T1002,Chimney swift
760847,T1002,Chimney swift
760844,N6,"Sandpipers, curlews, phalaropes, allies"
760842,UNKBL,Unknown bird - large
760839,UNKBS,Unknown bird - small
760186,UNKB,Unknown bird
760226,UNKB,Unknown bird
761440,N6024,Least sandpiper
760224,UNKBS,Unknown bird - small
760646,UNKB,Unknown bird
760094,Z6,Thrushes
760592,UNKB,Unknown bird
760584,UNKBS,Unknown bird - small
760048,UNKBS,Unknown bird - small
760051,2A,Turtles
760708,UNKBS,Unknown bird - small
760728,T1002,Chimney swift
760704,UNKBM,Unknown bird - medium
761127,N6022,Ruddy turnstone
759783,UNKB,Unknown bird
759787,UNKB,Unknown bird
760007,N5111,Killdeer
761405,N5111,Killdeer
760446,UNKBS,Unknown bird - small
760409,UNKBS,Unknown bird - small
760448,O2111,Rock pigeon
760283,K33,Hawks
759711,Q2101,Yellow-billed cuckoo
760804,UNKBL,Unknown bird - large
759823,UNKBS,Unknown bird - small
758296,UNKB,Unknown bird
759506,T1002,Chimney swift
758988,N6020,Buff-breasted sandpiper
759456,Y,Perching birds (y)
758081,UNKB,Unknown bird
758812,N5111,Killdeer
758079,T3001,Ruby-throated hummingbird
759431,UNKB,Unknown bird
758781,ZX3,Sparrows
758153,UNKBS,Unknown bird - small
759146,UNKBS,Unknown bird - small
759340,Y,Perching birds (y)
758121,UNKBS,Unknown bird - small
758605,ZX3,Sparrows
758101,UNKB,Unknown bird
759309,O2205,Mourning dove
757988,K,"Raptors: Hawks, eagles, vultures, kites, osprey, falcons, caracaras"
758007,UNKB,Unknown bird
759573,YM1102,American crow
1079470,UNKB,Unknown bird
759539,1G11,White-tailed deer
757880,UNKBS,Unknown bird - small
758413,N6030,Short-billed dowitcher
759525,UNKB,Unknown bird
757868,1C2201,Brazilian free-tailed bat
757831,UNKBS,Unknown bird - small
759608,T1002,Chimney swift
757844,UNKB,Unknown bird
757843,YI005,Barn swallow
759416,O2111,Rock pigeon
759510,1C2,Microbats
758473,N5111,Killdeer
759414,UNKB,Unknown bird
757808,T1002,Chimney swift
758858,YI,Swallows
758262,ZX3,Sparrows
759290,UNKBS,Unknown bird - small
756274,UNKBS,Unknown bird - small
756248,UNKBS,Unknown bird - small
757578,N5111,Killdeer
756253,UNKBS,Unknown bird - small
756234,UNKBS,Unknown bird - small
756230,N5111,Killdeer
756227,YI005,Barn swallow
756112,YI,Swallows
756148,UNKB,Unknown bird
757133,UNKBS,Unknown bird - small
756391,ZT001,Eastern meadowlark
756815,UNKBS,Unknown bird - small
757488,O2205,Mourning dove
756444,T1002,Chimney swift
756405,UNKBS,Unknown bird - small
756063,K3302,Red-tailed hawk
756056,YL001,European starling
756008,YL001,European starling
756003,UNKB,Unknown bird
755983,O2111,Rock pigeon
756371,Y,Perching birds (y)
755916,K3302,Red-tailed hawk
755890,YI005,Barn swallow
755885,T1002,Chimney swift
756912,UNKBS,Unknown bird - small
756928,UNKBM,Unknown bird - medium
757052,1C2,Microbats
757025,T1002,Chimney swift
756859,UNKBS,Unknown bird - small
756874,O2111,Rock pigeon
756804,UNKB,Unknown bird
756791,UNKBS,Unknown bird - small
756826,N6024,Least sandpiper
756680,UNKBM,Unknown bird - medium
756561,UNKB,Unknown bird
757212,UNKB,Unknown bird
755786,UNKBS,Unknown bird - small
756410,1C22,Free-tailed bats
754999,UNKBS,Unknown bird - small
755257,UNKBS,Unknown bird - small
755287,Z6007,American robin
754970,UNKBS,Unknown bird - small
755281,UNKBS,Unknown bird - small
755264,ZT104,Brown-headed cowbird
755644,ZT001,Eastern meadowlark
754922,UNKBS,Unknown bird - small
755540,UNKB,Unknown bird
755218,1C21,Vesper bats
755532,N5111,Killdeer
754859,YI009,Cliff swallow
754847,UNKBS,Unknown bird - small
755419,NE1,Gulls
754691,UNKBS,Unknown bird - small
755613,YL001,European starling
755192,NE1,Gulls
755144,UNKBL,Unknown bird - large
755380,N6011,American woodcock
755158,YL001,European starling
754669,UNKB,Unknown bird
755117,T1002,Chimney swift
753897,O2205,Mourning dove
754581,Y9001,Eastern wood-pewee
753474,UNKB,Unknown bird
753870,N6,"Sandpipers, curlews, phalaropes, allies"
754328,UNKB,Unknown bird
754330,UNKBS,Unknown bird - small
753934,K3302,Red-tailed hawk
753933,ZT301,Common grackle
754323,K1001,Black vulture
753786,Z5301,Gray catbird
754324,YI005,Barn swallow
753426,T1002,Chimney swift
753425,ZS014,Yellow warbler
754304,T1002,Chimney swift
754450,ZD102,Cedar waxwing
754306,ZT001,Eastern meadowlark
754408,UNKBS,Unknown bird - small
753408,T1002,Chimney swift
753676,UNKBS,Unknown bird - small
753406,UNKBS,Unknown bird - small
754380,UNKBS,Unknown bird - small
753712,2A03,Common snapping turtle
753619,ZT301,Common grackle
753377,K3302,Red-tailed hawk
753704,Z6007,American robin
753862,YI009,Cliff swallow
754294,UNKBS,Unknown bird - small
754298,O2205,Mourning dove
754253,UNKBM,Unknown bird - medium
753352,UNKBS,Unknown bird - small
754149,UNKBM,Unknown bird - medium
754169,UNKB,Unknown bird
753969,ZS010,Blackpoll warbler
753558,UNKB,Unknown bird
753825,L6001,Wild turkey
753573,Z6007,American robin
753577,O2205,Mourning dove
754056,UNKBS,Unknown bird - small
753980,ZX3,Sparrows
754024,YI005,Barn swallow
753974,ZX203,Indigo bunting
753972,ZS006,Ovenbird
752674,UNKBS,Unknown bird - small
753029,UNKB,Unknown bird
752553,UNKBM,Unknown bird - medium
753183,UNKBS,Unknown bird - small
753099,ZT101,Red-winged blackbird
752408,ZT105,Bobolink
752617,UNKBS,Unknown bird - small
753140,N6024,Least sandpiper
752648,UNKBS,Unknown bird - small
753142,T1002,Chimney swift
753107,Z9002,Ruby-crowned kinglet
753119,UNKBS,Unknown bird - small
753102,T1002,Chimney swift
752792,UNKB,Unknown bird
752372,J2109,Mallard
752371,T1002,Chimney swift
752834,UNKBS,Unknown bird - small
752395,NE1,Gulls
752462,UNKB,Unknown bird
751969,UNKB,Unknown bird
751963,UNKBS,Unknown bird - small
751995,1F11,Coyote
751934,UNKBM,Unknown bird - medium
834761,UNKB,Unknown bird
752200,K1002,Turkey vulture
751828,NE104,Ring-billed gull
752299,ZT101,Red-winged blackbird
752322,N6011,American woodcock
752057,UNKBS,Unknown bird - small
751507,N5111,Killdeer
751693,UNKBS,Unknown bird - small
751650,UNKBS,Unknown bird - small
751606,YH004,Horned lark
751774,O2205,Mourning dove
751754,NE1,Gulls
751175,K5114,American kestrel
751293,O2205,Mourning dove
751274,K3302,Red-tailed hawk
751270,ZX002,Lapland longspur
751343,K3502,Northern harrier
751119,O2111,Rock pigeon
750796,O2205,Mourning dove
751038,UNKBS,Unknown bird - small
750765,ZT001,Eastern meadowlark
750989,UNKBS,Unknown bird - small
750930,UNKBM,Unknown bird - medium
751003,NE104,Ring-billed gull
750980,1F11,Coyote
750803,N5111,Killdeer
750787,NE1,Gulls
751135,N5111,Killdeer
750779,N5111,Killdeer
751130,J22,Geese
750780,ZX3,Sparrows
750937,O2205,Mourning dove
750081,K33,Hawks
1050457,NE141,White-headed gull complex
750067,NE1,Gulls
750699,UNKBS,Unknown bird - small
750644,UNKB,Unknown bird
750645,UNKBS,Unknown bird - small
750032,Z6007,American robin
750033,Z6007,American robin
750031,UNKBM,Unknown bird - medium
750399,YL001,European starling
749983,UNKB,Unknown bird
749976,ZD102,Cedar waxwing
750120,N6039,Wilson's snipe
749966,J2114,Wood duck
750500,YL001,European starling
750445,UNKB,Unknown bird
750455,Z6007,American robin
750427,ZX310,Grasshopper sparrow
750384,UNKBM,Unknown bird - medium
750184,UNKBS,Unknown bird - small
750189,K33,Hawks
748995,YL001,European starling
748978,UNKB,Unknown bird
748968,ZX305,White-throated sparrow
749038,N5111,Killdeer
748853,Z9002,Ruby-crowned kinglet
748815,UNKB,Unknown bird
748812,Z5301,Gray catbird
748753,Y9013,Eastern phoebe
748680,ZS032,Tennessee warbler
834411,UNKB,Unknown bird
748356,UNKBM,Unknown bird - medium
749793,UNKBM,Unknown bird - medium
748587,ZV001,Scarlet tanager
749786,ZS016,Hooded warbler
749787,ZX303,Savannah sparrow
749751,UNKBS,Unknown bird - small
748562,ZS015,Cape May warbler
749623,Q2101,Yellow-billed cuckoo
748564,UNKBS,Unknown bird - small
748560,UNKBM,Unknown bird - medium
749622,ZX203,Indigo bunting
748561,ZS004,Black-and-white warbler
748563,T1002,Chimney swift
748530,UNKB,Unknown bird
748545,Y,Perching birds (y)
748531,Z6004,Swainson's thrush
749586,ZS032,Tennessee warbler
748549,ZV001,Scarlet tanager
749588,UNKBM,Unknown bird - medium
749581,UNKB,Unknown bird
748532,1C2101,Eastern red bat
749587,UNKB,Unknown bird
749558,UNKB,Unknown bird
748528,1C2201,Brazilian free-tailed bat
748529,ZS025,Black-throated blue warbler
748489,UNKBS,Unknown bird - small
749344,Z6004,Swainson's thrush
747969,UNKB,Unknown bird
747945,Z5101,Brown thrasher
747528,ZL005,Red-eyed vireo
747527,ZS008,Common yellowthroat
747114,UNKBS,Unknown bird - small
748315,T1002,Chimney swift
747649,N5111,Killdeer
748273,UNKBS,Unknown bird - small
748239,UNKBS,Unknown bird - small
748265,ZL005,Red-eyed vireo
746906,1C2101,Eastern red bat
747831,UNKBS,Unknown bird - small
747306,UNKBM,Unknown bird - medium
747614,O2111,Rock pigeon
747029,UNKBS,Unknown bird - small
747613,ZS024,Magnolia warbler
748016,J2204,Canada goose
747796,UNKB,Unknown bird
746924,O2205,Mourning dove
747495,UNKBS,Unknown bird - small
747802,N5111,Killdeer
748113,ZX3,Sparrows
747776,ZX313,Chipping sparrow
747755,T1002,Chimney swift
746947,UNKBS,Unknown bird - small
746968,J2204,Canada goose
747694,S5213,Common nighthawk
746929,O2111,Rock pigeon
746936,J2204,Canada goose
747003,N6028,Semipalmated sandpiper
746552,1C2,Microbats
745303,UNKBS,Unknown bird - small
745401,O2111,Rock pigeon
745396,UNKBS,Unknown bird - small
746780,UNKB,Unknown bird
746781,K1002,Turkey vulture
746399,N5111,Killdeer
746782,UNKBS,Unknown bird - small
746144,UNKB,Unknown bird
745337,T1002,Chimney swift
745973,UNKB,Unknown bird
745294,UNKBS,Unknown bird - small
745318,O2205,Mourning dove
746268,O2205,Mourning dove
746761,J2204,Canada goose
746762,UNKBS,Unknown bird - small
745251,ZX3,Sparrows
745753,UNKBS,Unknown bird - small
745786,UNKB,Unknown bird
745757,UNKBS,Unknown bird - small
745242,UNKBS,Unknown bird - small
745695,YI005,Barn swallow
745861,UNKBS,Unknown bird - small
745807,UNKBS,Unknown bird - small
745555,UNKBS,Unknown bird - small
745547,UNKBS,Unknown bird - small
745528,O2205,Mourning dove
745531,T1002,Chimney swift
745188,UNKB,Unknown bird
745173,UNKB,Unknown bird
745187,UNKBL,Unknown bird - large
746413,N5111,Killdeer
745601,UNKBS,Unknown bird - small
745597,UNKBS,Unknown bird - small
744802,N5111,Killdeer
745156,UNKBS,Unknown bird - small
744089,N5111,Killdeer
744079,UNKBS,Unknown bird - small
744600,K5114,American kestrel
744411,N5111,Killdeer
744580,1F41,Striped skunk
744413,UNKBS,Unknown bird - small
744410,ZT001,Eastern meadowlark
745105,UNKB,Unknown bird
744024,UNKBS,Unknown bird - small
745052,UNKBS,Unknown bird - small
745042,O2205,Mourning dove
745048,O2111,Rock pigeon
743789,ZX029,Blue grosbeak
744666,N5111,Killdeer
744003,UNKB,Unknown bird
745023,N5111,Killdeer
744363,UNKBS,Unknown bird - small
744574,Z6007,American robin
744984,ZX3,Sparrows
744386,UNKBS,Unknown bird - small
744301,O2111,Rock pigeon
744947,UNKB,Unknown bird
744939,UNKB,Unknown bird
744928,YL001,European starling
744914,ZX3,Sparrows
744920,UNKB,Unknown bird
744216,ZT001,Eastern meadowlark
744178,2A03,Common snapping turtle
743936,YI005,Barn swallow
744849,UNKBS,Unknown bird - small
743924,UNKBS,Unknown bird - small
744352,1F11,Coyote
744346,UNKBS,Unknown bird - small
743841,UNKB,Unknown bird
743850,UNKB,Unknown bird
744525,O2205,Mourning dove
743838,UNKBS,Unknown bird - small
743773,UNKB,Unknown bird
742978,Z5201,Northern mockingbird
743598,YL001,European starling
743195,N5111,Killdeer
743433,ZT101,Red-winged blackbird
743902,YL001,European starling
742938,UNKB,Unknown bird
742910,UNKBM,Unknown bird - medium
742698,UNKBL,Unknown bird - large
742703,O2111,Rock pigeon
742702,UNKB,Unknown bird
742670,O2111,Rock pigeon
741791,UNKBM,Unknown bird - medium
742853,ZT001,Eastern meadowlark
741760,UNKBS,Unknown bird - small
742408,N5105,Black-bellied plover
741652,O2205,Mourning dove
741643,UNKBS,Unknown bird - small
742426,UNKBS,Unknown bird - small
741625,UNKBS,Unknown bird - small
741613,UNKBS,Unknown bird - small
742633,NE104,Ring-billed gull
742486,ZS019,Nashville warbler
742621,NE104,Ring-billed gull
742852,1C2,Microbats
742397,UNKB,Unknown bird
742404,UNKB,Unknown bird
742391,UNKBM,Unknown bird - medium
741560,UNKB,Unknown bird
741562,UNKB,Unknown bird
742146,UNKBS,Unknown bird - small
742152,UNKBS,Unknown bird - small
742223,ZT001,Eastern meadowlark
742136,UNKBM,Unknown bird - medium
742366,UNKBS,Unknown bird - small
742367,UNKBS,Unknown bird - small
741545,UNKB,Unknown bird
740830,UNKB,Unknown bird
741372,UNKBS,Unknown bird - small
